1,0.14293,0.18764,0.17395
1,0.29078,0.0335,0.26792
1,0.24947,0.04068,0.25629
1,0.29711,0.038549,0.21092
1,0.1258,0.11975,0.14788
1,0.11012,0.31971,0.026471
1,0.27984,0.29288,0.0244
1,0.0951,0.26503,0.3143
1,0.096573,0.16955,0.080291
1,0.19958,0.30489,0.16713
1,0.099668,0.10496,0.33197
1,0.16413,0.037756,0.18122
1,0.22708,0.060732,0.22158
1,0.17442,0.17822,0.015966
1,0.08967,0.11326,0.17855
1,0.12274,0.1126,0.19101
1,0.17827,0.012512,0.13431
1,0.093766,0.20702,0.25134
1,0.14546,0.25423,0.10009
1,0.2876,0.14847,0.069169
1,0.14222,0.065408,0.15621
1,0.13889,0.081504,0.2571
1,0.16959,0.26844,0.15042
1,0.26172,0.13165,0.22528
1,0.19147,0.1416,0.31508
1,0.13928,0.26633,0.2761
1,0.15484,0.30493,0.36272
1,0.29438,0.26487,0.31088
1,0.12055,0.14513,0.14849
1,0.1333,0.15283,0.39468
1,0.2319,0.19822,0.36368
1,0.16447,0.16826,0.22458
1,0.18152,0.30293,0.23725
1,0.22855,0.29007,0.1964
1,0.098861,0.035175,0.14006
1,0.13148,0.11902,0.040976
