1,0.14293,0.13073,0.18181
1,0.29078,0.34536,0.14631
1,0.24947,0.31833,0.14449
1,0.29711,0.19707,0.38229
1,0.1258,0.20811,0.26135
1,0.11012,0.17251,0.16733
1,0.27984,0.12339,0.15212
1,0.0951,0.037005,0.16307
1,0.096573,0.10991,0.38773
1,0.19958,0.030873,0.28557
1,0.099668,0.1147,0.053795
1,0.16413,0.066257,0.049728
1,0.22708,0.28669,0.052945
1,0.17442,0.31341,0.21555
1,0.08967,0.31872,0.17468
1,0.12274,0.33763,0.37327
1,0.17827,0.16753,0.37893
1,0.093766,0.16947,0.26945
1,0.14546,0.34527,0.33639
1,0.2876,0.11544,0.36657
1,0.14222,0.18353,0.21214
1,0.13889,0.090931,0.35347
1,0.16959,0.14444,0.062382
1,0.26172,0.20734,0.12886
1,0.19147,0.11634,0.37692
1,0.13928,0.3385,0.14808
1,0.15484,0.34321,0.078412
1,0.29438,0.060511,0.25116
1,0.12055,0.10131,0.054586
1,0.1333,0.16544,0.25617
1,0.2319,0.02431,0.053321
1,0.16447,0.063006,0.34953
1,0.18152,0.083577,0.25044
1,0.22855,0.28931,0.19433
1,0.098861,0.021828,0.30039
1,0.13148,0.25095,0.1588
1,0.19494,0.17495,0.35966
1,0.095206,0.19608,0.08411
1,0.099852,0.14388,0.39509
1,0.098473,0.2929,0.093949
1,0.15102,0.30278,0.020196
1,0.2804,0.08789,0.34537
1,0.26304,0.23376,0.31057
1,0.24502,0.093672,0.13371
1,0.18324,0.27728,0.25902
1,0.27081,0.077374,0.010999
1,0.14144,0.26378,0.36847
1,0.09796,0.33854,0.1007
1,0.11283,0.01016,0.22524
1,0.18885,0.058259,0.27627
1,0.14682,0.34661,0.072802
1,0.14639,0.093945,0.10577
1,0.081625,0.13264,0.29633
1,0.20748,0.19416,0.16156
1,0.23803,0.16858,0.13014
1,0.1696,0.03237,0.33159
1,0.11585,0.25435,0.29271
1,0.12627,0.056747,0.2096
1,0.24723,0.3324,0.026347
1,0.15871,0.025285,0.26501
1,0.16515,0.053091,0.2148
1,0.24586,0.28019,0.2774
1,0.27084,0.16788,0.31795
1,0.24492,0.3315,0.22504
1,0.16744,0.28055,0.34019
1,0.17242,0.10001,0.054994
1,0.20179,0.31805,0.24998
1,0.18241,0.13614,0.26305
1,0.26955,0.089709,0.096654
1,0.26122,0.074939,0.099752
1,0.09629,0.32696,0.30587
1,0.15054,0.03715,0.060872
1,0.17248,0.17772,0.069199
1,0.2255,0.021555,0.041306
1,0.21893,0.18663,0.29892
1,0.19334,0.11845,0.090915
1,0.15778,0.054651,0.18527
1,0.089291,0.085546,0.057255
1,0.088123,0.096736,0.37973
1,0.25166,0.019133,0.19477
1,0.11965,0.17801,0.21058
1,0.16864,0.07919,0.058516
1,0.26162,0.32911,0.26052
1,0.17659,0.20477,0.29969
1,0.19935,0.3169,0.24597
1,0.083365,0.095336,0.12637
1,0.17508,0.065829,0.37881
1,0.18211,0.27634,0.04854
1,0.15012,0.10615,0.14517
1,0.21614,0.18034,0.29964
1,0.13082,0.19676,0.17378
1,0.11338,0.07281,0.11927
1,0.16248,0.066413,0.13689
1,0.21939,0.027827,0.22113
1,0.15921,0.048623,0.296
1,0.20144,0.27596,0.20055
1,0.2521,0.29799,0.31198
1,0.2301,0.17504,0.079031
1,0.27897,0.20601,0.11986
1,0.24973,0.07182,0.35044
